OID_,lst_2015sp,lst_2015su,lst_2015au,lst_2015wi,lst_2016sp,lst_2016su,lst_2016au,lst_2016wi,lst_2017sp,lst_2017su,lst_2017au,lst_2017wi,lst_2018sp,lst_2018su,lst_2018au,lst_2018wi,lst_2019sp,lst_2019su,lst_2019au,lst_2019wi,lst_2020sp,lst_2020su,lst_2020au,lst_2020wi,lst_2021sp,lst_2021su,lst_2021au,lst_2021wi,lst_2022sp,lst_2022su,lst_2022au,lst_2022wi,lst_2023sp,lst_2023su,lst_2023au,lst_2023wi
296,24.46209158,38.43666635,33.84626549,22.77871673,25.85835275,42.12641894,35.0442815,23.77165154,34.95541298,42.2392136,33.99494936,20.76037592,32.30815649,nan,36.33116603,22.74624554,31.22122613,38.62294844,31.82450666,21.54139349,29.11743482,36.29869484,31.25882435,24.01945799,37.73768126,17.89265714,33.71467172,25.54902194,30.06422636,34.08381788,38.64003854,24.65691872,32.1047843,43.65256487,27.41867888,23.9357165
297,20.85266246,38.10682742,34.09748996,25.65668957,26.49581348,45.36328388,40.58830994,27.30417521,35.79966392,41.12493908,35.46298895,22.66421306,34.00691243,41.1454472,36.86437715,24.09636344,32.27226728,39.51163364,33.10968218,22.93936367,30.30348776,36.52941119,32.49272957,27.08371292,32.737118,26.68380458,34.69906148,27.19138055,31.90312112,44.26951748,40.08244298,26.30953139,36.55162832,40.11491417,31.92704726,25.80195542
298,28.75170668,37.87782008,28.67992826,20.21349272,23.88102818,41.75214575,30.53933114,23.79728669,34.15901432,39.24502808,31.54764704,18.76767026,32.35771778,31.20584504,34.24446482,24.92010626,30.22829132,36.52770218,32.89776494,17.48420375,28.26292982,37.32751886,29.12256185,23.79557768,36.69005813,36.51061208,32.09282123,21.91224866,28.00999634,42.74849858,36.65758694,22.73086445,30.84524393,40.769465,26.08565108,21.33118526
299,24.704771,38.78188637,34.10603501,23.10684665,26.1574295,42.29561093,35.1639122,23.98015076,35.38266548,42.5639255,34.0872359,21.0303995,32.39702501,44.72069612,36.56700941,22.83853208,31.42972535,38.92031618,32.0193338,21.83876123,29.21313938,36.84045101,31.5237209,24.3116987,37.84534889,17.6465597,35.20834646,25.80537344,30.2590535,34.25130086,38.79043142,24.9440324,32.16459965,43.86448211,27.67503038,24.15446978
300,21.36878348,37.97523365,32.59185215,25.23627311,26.88888578,46.05714194,40.74553886,27.08883995,35.7449756,41.52484742,35.35873934,22.36171829,34.04792867,41.53681049,36.72252932,24.00749492,32.02275182,39.53726879,32.8396586,22.77529871,30.30006974,35.72104946,32.28764837,27.17941748,32.70977384,26.80001726,34.50423434,26.81710736,31.711712,44.23533728,40.21916378,26.1745196,36.50377604,42.19477934,31.97489954,25.44989936
301,30.68801501,39.09121718,35.54160341,25.1832938,28.34154428,46.08106808,38.45546546,26.78634518,36.76696358,40.29777824,35.75864768,23.25894854,34.14876026,48.15922424,37.67273888,28.06810268,32.08085816,41.50092128,37.69153799,23.81950382,30.64187174,38.50160873,27.12131114,27.69382949,33.39337784,39.40738403,36.97204478,28.44066686,32.2927754,45.85547876,40.63958024,26.7214028,33.94709708,41.33002028,32.86187573,27.14523728
302,28.4133227,38.0179589,30.79910066,23.72379926,27.16232738,43.60300358,35.30917805,25.51825976,34.51107038,40.64299826,33.67365548,21.26453387,33.92146193,47.02102358,35.66294312,26.48555942,30.99221879,41.86835843,36.43370663,17.73884624,29.83863704,39.21768392,22.99917902,26.14204841,32.49614759,38.49135467,33.65827439,25.74214007,31.09305038,44.57372126,36.77721764,24.91668824,29.68824416,38.20424099,28.50219122,24.3116987
303,22.59927068,38.61782141,32.29961144,22.8419501,26.64449735,41.84272328,34.9246508,25.87715186,35.71421342,42.94332572,33.89240876,20.6885975,32.05693202,45.47607854,36.03038027,22.99234298,31.37332802,38.6502926,31.36307396,21.63026201,29.40113048,36.94811864,30.9939278,25.11835142,32.41924214,19.28037326,34.72640564,25.42426421,29.80103882,45.15136664,38.88613598,24.52019792,32.29619342,41.88544853,27.72288266,23.99040482
304,22.52407424,38.58022319,31.8997031,24.81414764,27.43235096,46.70314772,40.82757134,26.80001726,35.17074824,42.21870548,35.42709974,22.05238748,34.45467305,41.99311616,37.34460896,23.68620104,31.75614626,40.11149615,32.76104414,23.03506823,30.43337252,35.83726214,32.64824948,27.08371292,32.4124061,32.36968085,34.45296404,26.42403506,31.88944904,44.50877888,40.63616222,25.88056988,33.22760387,42.57759758,31.882613,25.42939124
305,28.28343794,41.61029792,32.75933513,22.40102552,25.87031582,45.28466942,36.44908772,25.9865285,32.90460098,41.0429066,33.10968218,21.33973031,34.0701458,36.65758694,34.8221102,25.98994652,32.11845638,nan,31.5237209,22.00111718,30.13258676,39.38003987,30.25392647,25.76777522,37.85389394,28.97216897,32.29961144,26.18990069,30.52565906,19.18295969,39.6586085,24.30998969,32.50640165,39.62784632,31.83988775,25.35761282
306,30.68801501,39.09121718,35.54160341,25.1832938,28.34154428,46.08106808,38.45546546,26.78634518,36.76696358,40.29777824,35.75864768,23.25894854,34.14876026,48.15922424,37.67273888,28.06810268,32.08085816,41.50092128,37.69153799,23.81950382,30.64187174,38.50160873,27.12131114,27.69382949,33.39337784,39.40738403,36.97204478,28.44066686,32.2927754,45.85547876,40.63958024,26.7214028,33.94709708,41.33002028,32.86187573,27.14523728
307,22.59927068,38.61782141,32.29961144,22.8419501,26.64449735,41.84272328,34.9246508,25.87715186,35.71421342,42.94332572,33.89240876,20.6885975,32.05693202,45.47607854,36.03038027,22.99234298,31.37332802,38.6502926,31.36307396,21.63026201,29.40113048,36.94811864,30.9939278,25.11835142,32.41924214,19.28037326,34.72640564,25.42426421,29.80103882,45.15136664,38.88613598,24.52019792,32.29619342,41.88544853,27.72288266,23.99040482
308,22.49331206,38.69472686,31.8997031,24.76287734,26.77780013,46.97658932,40.64641628,26.8410335,34.93832288,42.26997578,35.44418984,22.15492808,34.68709841,41.95551794,37.4198054,23.78532362,31.65360566,40.16789348,32.72686394,23.00772407,30.57692936,36.26109662,32.67388463,27.07345886,nan,32.45513135,34.60677494,26.54879279,31.89286706,40.0004105,40.58489192,25.87202483,33.19171466,42.93307166,31.90312112,25.44989936
309,23.52213608,41.75727278,34.73153267,22.68301217,25.62421838,nan,33.90608084,23.81266778,35.10580586,39.3509867,32.06376806,20.59631096,35.77573778,nan,34.76058584,27.56736275,33.42584903,33.24298496,33.85481054,22.68472118,nan,35.52622232,10.87717109,26.41719902,36.37389128,nan,34.1214161,25.48749758,30.7717565,42.07343963,36.85241408,24.95599547,33.21222278,32.71319186,32.43291422,25.16962172
310,11.82225362,43.41501248,34.30769819,21.31409516,29.07300056,42.65279402,34.75887683,28.83032114,37.0950935,40.80022718,33.55231577,21.74305667,35.0442815,33.63947528,36.0696875,25.97285642,33.6599834,43.58249546,34.12483412,23.44693964,27.04782371,40.1542214,29.06958254,26.99142638,34.03083857,39.84489059,34.47689018,26.05147088,33.09942812,39.90812396,36.99938894,26.11983128,36.80114378,41.53510148,30.63845372,25.78486532
311,31.1819189,38.99893064,35.37582944,24.71844308,29.00805818,46.3579277,38.73916112,26.74874696,36.70543922,40.5472937,35.44077182,22.78726178,34.4290379,48.55571456,37.35486302,27.780989,32.0876942,41.47870415,37.33948193,23.05044932,30.4470446,39.04678292,26.76071003,27.28195808,33.37628774,39.49112552,36.6849311,28.19798744,32.42266016,45.69995885,38.38026902,26.37276476,33.80695826,41.75727278,32.50469264,26.5334117
312,28.8747554,39.75431306,30.55983926,22.3634273,25.73872205,44.79589256,31.03152602,24.54754208,35.56723856,40.85833352,33.06866594,20.26989005,34.7708399,38.56996913,35.58432866,24.2262482,32.23808708,37.65564878,33.20880476,21.19446446,29.2678277,40.89593174,30.19923815,24.78680348,38.76479627,38.3255807,33.48395537,24.65691872,30.0881525,44.34300491,38.21620406,24.0895274,32.43120521,42.45796688,27.19650758,23.21451428
313,24.49285376,38.36659694,33.0618299,23.46232073,23.99553185,44.33787788,36.8900123,26.58980903,36.14830196,39.83292752,33.51642656,21.52430339,32.66192156,39.98844743,35.55014846,26.55733784,30.66237986,37.09167548,32.20390688,21.62000795,29.20972136,35.21860052,31.27933247,26.47872338,33.17462456,29.84376407,33.1301903,26.23604396,30.8742971,36.11070374,37.94105345,24.68426288,32.12358341,41.00530838,31.58182724,24.97137656
314,27.17941748,42.12983696,35.23910864,25.41571916,27.45456809,47.71488164,36.9241925,27.46140413,38.53407992,43.16549702,35.82017204,22.74795455,35.4031736,43.5893315,37.16003588,27.91429178,33.21905882,37.80091463,32.78497028,21.457652,31.70487596,40.06535288,31.80741656,27.68015741,34.26839096,31.20926306,34.55550464,27.20676164,32.36797184,33.9163349,40.44133508,26.23091693,29.9343416,41.73334664,31.69120388,26.69747666
315,28.76537876,41.56244564,33.19513268,20.76037592,26.35738367,46.04346986,36.93102854,25.97456543,37.009643,41.42914286,33.23785793,21.36707447,34.42732889,37.5736163,36.09703166,26.78292716,32.96954336,nan,33.56256983,20.31090629,30.60427352,39.36294977,31.10501345,26.49410447,33.08233802,29.37720434,31.66898675,26.00532761,30.63161768,29.08838165,39.35440472,24.48943574,33.01910465,39.66715355,30.74441234,25.21405598
316,22.90347446,38.5135718,34.42220186,21.09363287,23.32559993,39.67740761,34.18464947,23.81779481,31.93046528,38.20595,31.28958653,18.95737037,31.08963236,34.47005414,32.03813291,21.10217792,28.977296,nan,30.01637408,19.33164356,26.0548889,36.02183522,28.06810268,21.80287202,35.01522833,18.53866292,29.61988376,23.8844462,27.81858722,17.00397194,34.25471888,21.80287202,25.98311048,39.03994688,26.07368801,22.38393542
317,12.81689744,35.60141876,30.37697519,21.58753676,22.66934009,42.25801271,37.98548771,21.62513498,33.96418718,38.17518782,30.33937697,19.26670118,32.57305304,37.39758827,33.07208396,24.26726444,30.99734582,39.42447413,32.81060543,20.49035234,26.29073228,40.37468369,30.24879944,24.34075187,37.08142142,35.76890174,29.0456564,24.54754208,29.60621168,39.08438114,34.90072466,22.87954832,35.51596826,31.20584504,25.26532628,22.37368136
318,17.72859218,39.21084788,31.76640032,23.02823219,27.097385,46.89626585,35.74155758,26.62569824,36.3773093,43.33981604,34.5144884,21.03210851,32.31157451,nan,36.56700941,23.5597343,31.65360566,38.98696757,32.21074292,21.65247914,29.60279366,37.39929728,31.63651556,25.30976054,33.02081366,nan,35.20321943,25.68403373,30.55642124,44.94286742,39.25870016,25.17645776,33.00201455,42.25459469,28.35692537,24.30144464
319,22.5172382,40.21916378,31.80741656,23.29483775,27.33835541,47.67215639,37.90516424,24.92352428,36.86266814,44.57030324,34.91952377,21.41321774,33.98982233,nan,37.22156024,23.71012718,32.67046661,39.98673842,32.4807665,22.36000928,30.30690578,37.65735779,32.02787885,25.2687443,39.15445055,20.9791292,36.64904189,25.94893028,31.08279632,43.70554418,40.14396734,25.56269402,33.26178407,42.90401849,28.09886486,24.62615654
320,24.49285376,38.36659694,33.0618299,23.46232073,23.99553185,44.33787788,36.8900123,26.58980903,36.14830196,39.83292752,33.51642656,21.52430339,32.66192156,39.98844743,35.55014846,26.55733784,30.66237986,37.09167548,32.20390688,21.62000795,29.20972136,35.21860052,31.27933247,26.47872338,33.17462456,29.84376407,33.1301903,26.23604396,30.8742971,36.11070374,37.94105345,24.68426288,32.12358341,41.00530838,31.58182724,24.97137656
321,14.31057218,40.52165855,31.38016406,22.10023976,25.70795987,45.50854973,32.38506194,25.64643551,34.77767594,42.37251638,33.17804258,19.62217526,31.22293514,nan,35.23569062,22.6710491,30.77346551,37.75648037,30.9426575,20.65783532,28.4475029,36.10044968,29.99928398,24.7389512,31.71854804,nan,32.06376806,24.59881238,29.13452492,41.965772,37.8470579,23.56998836,31.48099565,40.34904854,27.1486553,23.43668558
322,24.03483908,39.60050216,33.58307795,23.89470026,25.46698946,45.4350623,36.16368305,25.94209424,35.66636114,39.00234866,34.01374847,21.71058548,33.32501744,41.18133641,36.13121186,23.508464,30.41628242,39.060455,31.76640032,21.79261796,29.41480256,37.91200028,32.18168975,26.13350336,31.07596028,31.18533692,30.9597476,26.37618278,30.93582146,36.86437715,39.72184187,25.15082261,29.90187041,41.83246922,31.82450666,24.98163062
323,24.61248446,39.02969282,33.55231577,23.55289826,24.30657167,45.75293816,37.59412442,26.61544418,36.77379962,40.81902629,33.58991399,21.63368003,33.06866594,40.5814739,35.89536848,26.81198033,31.00076384,nan,32.56792601,20.84411741,30.07789844,36.39098138,31.27762346,26.50948556,33.37628774,30.72561323,32.88409286,26.38643684,30.93240344,36.82506992,38.22987614,24.70306199,32.34917273,41.70258446,32.05693202,25.08758924
324,21.77552786,41.4872492,31.66385972,23.55289826,25.74214007,38.12733554,38.45546546,25.51825976,33.1985507,41.27191394,33.26520209,20.92273187,33.69758162,40.98138224,34.76742188,22.95474476,30.51882302,nan,33.48566438,21.38587358,28.93457075,39.4193471,30.59060144,21.98060906,34.81185614,24.83123774,34.90243367,25.8668978,30.00953804,18.61898639,39.64493642,24.79193051,27.88694762,42.1708532,27.43235096,23.91349937
325,20.72619572,42.20845142,32.37480788,24.01774898,26.55733784,43.54147922,39.53555978,26.27876921,34.84945436,42.90914552,34.50936137,21.75672875,34.74007772,42.03242339,35.68686926,22.91714654,30.84695294,45.24023516,32.60894225,21.86439638,29.03882036,40.02433664,31.87919498,24.46038257,34.59822989,25.46015342,35.66294312,26.3966909,31.07596028,6.19961072,40.7865551,25.52167778,28.4133227,43.7944127,28.35179834,24.65691872
326,20.72619572,42.20845142,32.37480788,24.01774898,26.55733784,43.54147922,39.53555978,26.27876921,34.84945436,42.90914552,34.50936137,21.75672875,34.74007772,42.03242339,35.68686926,22.91714654,30.84695294,45.24023516,32.60894225,21.86439638,29.03882036,40.02433664,31.87919498,24.46038257,34.59822989,25.46015342,35.66294312,26.3966909,31.07596028,6.19961072,40.7865551,25.52167778,28.4133227,43.7944127,28.35179834,24.65691872
327,13.81495928,39.21768392,34.20344858,24.10149047,24.35784197,46.96975328,35.2835429,23.69303708,34.86654446,42.84420314,34.48201721,21.54993854,34.56234068,39.49112552,36.76012754,28.21849556,32.79180632,nan,35.7449756,21.16882931,26.54366576,42.73824452,32.35942679,26.98971737,37.89149216,31.84672379,32.01420677,26.82736142,31.6091714,38.73232508,37.37537114,25.77802928,37.81971374,32.3440457,29.32422503,26.52657566
328,17.73542822,41.29242206,33.21222278,21.92592074,23.8673561,44.76342137,32.05693202,25.10297033,34.27180898,39.77482118,32.45854937,19.0821281,30.04371824,30.90505928,35.43222677,25.70283284,30.52907708,37.67102987,33.64631132,21.11926802,29.04223838,36.88146725,30.43337252,24.72357011,31.91337518,nan,33.3352715,24.7731314,29.69166218,42.78438779,37.95643454,24.33562484,32.02446083,40.29948725,27.439187,23.67252896
329,24.59881238,39.68253464,33.3010913,23.87077412,25.29437945,46.58351702,38.54946101,26.41890803,37.29675668,41.12493908,34.11287105,21.76185578,33.28741922,41.39838068,35.86802432,26.89572182,31.3357298,38.05555712,31.94755538,20.72619572,30.173603,37.89491018,31.24002524,26.02754474,33.39679586,30.84695294,31.17508286,26.72482082,30.9426575,36.90881141,39.29458937,25.0807532,32.15947262,42.85103918,32.11845638,24.84490982
330,14.03029454,39.58341206,30.857207,20.88342464,25.71992294,44.93603138,35.68686926,23.36661617,34.40169374,40.17814754,31.56815516,18.73178105,31.74418319,45.01464584,34.43587394,24.69451694,30.46071668,37.99232375,33.45661121,20.53649561,28.69018232,37.45056758,29.15161502,24.27068246,31.87577696,34.78451198,33.27716516,23.43155855,29.8147109,41.38812662,37.59754244,23.12222774,31.68949487,39.95597624,26.06001593,22.8077699
331,27.51438344,40.39006478,34.0359656,24.62444753,28.72607153,49.1094338,36.76012754,27.34690046,36.37389128,44.71215107,36.09190463,22.8590402,36.42345257,49.64264492,34.67171732,24.33562484,32.50640165,43.69358111,33.30280031,22.97012585,31.51004882,40.54045766,32.54058185,26.58126398,35.87827838,33.06524792,35.13998606,26.82223439,31.20584504,44.31053372,41.22406166,25.17987578,33.46515626,38.98867658,32.91827306,25.23798212
332,27.51438344,40.39006478,34.0359656,24.62444753,28.72607153,49.1094338,36.76012754,27.34690046,36.37389128,44.71215107,36.09190463,22.8590402,36.42345257,49.64264492,34.67171732,24.33562484,32.50640165,43.69358111,33.30280031,22.97012585,31.51004882,40.54045766,32.54058185,26.58126398,35.87827838,33.06524792,35.13998606,26.82223439,31.20584504,44.31053372,41.22406166,25.17987578,33.46515626,38.98867658,32.91827306,25.23798212
333,26.07881504,35.37924746,31.38016406,21.83705222,23.11880972,43.63376576,36.30553088,23.88102818,33.66681944,38.01112286,31.04690711,19.43760218,30.85378898,44.7343682,33.4719923,21.53626646,28.59789578,37.66761185,29.63013782,19.57090496,27.7638989,35.8475162,29.48316296,24.06218324,31.67582279,29.65577297,29.59937564,23.66911094,28.15355318,34.97933912,36.54479228,22.27455878,29.19092225,36.36363722,28.00999634,22.88980238
