OID_,lst_2015sp,lst_2015su,lst_2015au,lst_2015wi,lst_2016sp,lst_2016su,lst_2016au,lst_2016wi,lst_2017sp,lst_2017su,lst_2017au,lst_2017wi,lst_2018sp,lst_2018su,lst_2018au,lst_2018wi,lst_2019sp,lst_2019su,lst_2019au,lst_2019wi,lst_2020sp,lst_2020su,lst_2020au,lst_2020wi,lst_2021sp,lst_2021su,lst_2021au,lst_2021wi,lst_2022sp,lst_2022su,lst_2022au,lst_2022wi,lst_2023sp,lst_2023su,lst_2023au,lst_2023wi
597,21.89857658,45.44873438,34.83749129,25.00726577,28.68334628,47.78324204,43.08346454,25.74043106,37.75477136,44.52245096,35.98081898,21.70374944,38.09486435,50.1519299,37.57019828,29.53101524,29.22339344,45.37866497,32.88409286,24.1578878,31.94071934,39.56973998,20.44420907,27.26657699,40.92669392,41.83588724,41.94184586,27.37766264,34.57943078,30.61452758,41.75043674,27.05295074,-9.5437894,45.46753349,29.32935206,27.43576898
598,7.89494864,37.85389394,33.66511043,20.91931385,20.91931385,42.43062272,37.24206836,23.39566934,31.4553605,36.87975824,29.6950802,17.75251832,28.84741124,nan,32.74737206,20.96887514,28.85253827,36.61144367,30.2077832,19.48203644,31.20926306,35.18783834,3.19517114,23.7135452,30.64870778,26.10103217,31.89628508,22.46938592,29.05249244,37.39587926,34.10090798,21.76869182,34.68880742,36.55846436,25.46357144,22.6881392
599,24.7902215,39.56973998,29.53101524,19.70420774,25.80879146,42.3930245,38.58876824,27.9689801,32.35600877,40.5131135,31.76469131,19.87681775,34.72982366,39.47232641,33.18487862,26.40010892,30.50002391,39.11685233,29.73951446,20.92102286,29.44214672,34.32820631,30.38210222,23.7648155,32.09623925,36.2405885,36.66442298,23.90324531,31.38016406,35.82871709,37.38220718,23.63151272,29.0798366,40.17472952,26.61202616,24.56121416
600,21.14661218,39.62101028,32.67559364,22.86929426,25.60371026,45.38721002,37.32410084,24.84832784,34.52816048,40.47038825,33.43439408,19.82042042,36.15001097,40.90447679,35.87144234,26.98117232,27.16745441,42.10932884,32.24834114,21.17737436,29.61304772,38.74599716,28.01512337,25.82929958,37.22326925,40.94207501,39.58341206,25.4054651,30.21803726,28.6867643,39.50821562,23.94255254,-10.62730174,43.53635219,28.12620902,24.94745042
601,19.4752004,41.87348546,29.67457208,22.9274006,25.28925242,45.10180535,40.2054917,25.35761282,28.64403905,39.90470594,33.15411644,20.08702598,34.33162433,49.18463024,35.01693734,26.0036186,28.63891202,41.81879714,31.90312112,20.77233899,29.44556474,40.1884016,30.87771512,25.44306332,38.97158648,35.74839362,33.93000698,24.93036032,31.69120388,33.933425,39.02969282,24.36638702,29.6779901,42.46480292,27.89549267,25.40888312
602,21.26282486,39.97648436,29.37378632,18.90268205,25.559276,43.4013404,36.49352198,21.56531963,31.63651556,39.28775333,28.91748065,16.77325559,32.43804125,47.0073515,32.77813424,19.4581103,29.36353226,38.42470328,27.80149712,18.33699974,33.04644881,39.5902481,17.2876676,21.99086312,41.91791972,37.46082164,27.0461147,20.944949,28.74828866,19.16928761,35.56382054,20.50402442,35.26987082,27.4050068,24.52361594,21.52259438
603,17.26715948,37.97352464,34.37605859,19.87510874,21.3551114,43.76706854,37.03186013,23.1837521,31.71854804,36.5994806,30.31886885,17.7661904,28.35521636,nan,33.65314736,23.23844042,28.0886108,37.8128777,31.64676962,19.57945001,32.02787885,35.6253449,5.48182652,23.23160438,36.25426058,26.42232605,32.21928797,22.59756167,29.85914516,38.4110312,34.70589752,22.34462819,35.81675402,38.65712864,25.89082394,22.653959
604,15.37015838,43.20993128,32.0364239,18.93515324,29.34473315,nan,33.89069975,24.71502506,34.14876026,40.84466144,31.36478297,19.70762576,32.41582412,nan,33.01910465,26.33687555,31.92021122,41.14373819,30.77346551,20.89880573,nan,39.1629956,-7.93390198,23.50504598,33.59845904,37.1976341,31.69291289,24.70135298,29.148197,38.2230401,36.43883366,23.95109759,nan,34.57088573,31.3186397,24.03142106
605,21.4063817,35.72617649,31.34598386,23.39908736,26.91281192,44.7685484,41.0087264,29.48828999,33.35748863,42.13496399,33.26520209,21.07825178,35.1639122,41.61542495,34.78109396,27.69212048,31.95780944,40.95062006,31.23489821,22.1754362,30.40602836,36.15855602,32.11845638,25.82588156,33.36090665,36.83532398,37.82654978,25.26190826,32.45000432,37.27795757,38.78017736,24.95770448,33.26178407,41.65302317,28.48510112,26.25313406
606,31.03494404,44.98388366,30.88113314,22.65224999,29.32251602,49.09405271,41.5897898,26.47530536,34.68880742,45.73584806,32.77642523,20.03746469,34.98446615,52.03525892,35.66294312,22.9103105,31.63309754,40.27214309,32.4807665,20.3980658,34.66659029,38.80752152,29.4045485,24.91327022,43.79099468,36.40636247,30.21120122,23.8673561,31.76640032,44.15672282,38.2572203,22.18569026,36.27818672,28.8234851,27.27170402,23.850266
607,12.8271515,42.60494174,30.32570489,19.50596258,23.64347579,3.51988304,28.5329534,23.03506823,32.87896583,40.32170438,33.73176182,18.15584468,29.3532782,nan,30.91189532,23.20426022,29.36695028,39.77482118,30.80080967,18.79501442,nan,39.12710639,-1.98312916,21.66956924,38.1204995,37.78724255,31.29471356,22.653959,27.25803194,38.08290128,33.37116071,22.25405066,30.9255674,36.35338316,25.44989936,22.1241659
608,11.97606452,42.88180136,31.58866328,18.70956392,35.87827838,-40.28204326,29.82496496,23.91179036,29.68995317,40.54216667,30.57351134,19.01034968,30.14796785,nan,32.69268374,nan,32.95416227,40.63787123,33.01568663,19.08896414,nan,38.68959983,29.03198432,20.86291652,36.71569328,37.93592642,28.99096808,23.7135452,28.42357676,38.2743104,36.45763277,24.06901928,nan,36.95666369,27.26144996,23.41617746
609,17.77302644,41.84955932,31.08450533,22.73086445,25.83955364,45.01122782,39.060455,24.72869714,33.67023746,41.04632462,32.59356116,20.05797281,34.9246508,37.51550996,34.7024795,26.3796008,28.56542459,37.51550996,30.57009332,20.64074522,29.65748198,37.7957876,29.34644216,24.61248446,38.03846702,36.81481586,37.9666886,24.49285376,30.57351134,39.91666901,37.9666886,24.71502506,-10.02743923,41.29242206,27.47678522,25.10126132
610,28.26292982,44.12254262,29.55152336,19.9024529,26.79147221,47.51321846,40.93694798,22.29848492,35.12289596,45.43848032,31.59720833,18.20882399,35.10238784,51.06112322,35.0784617,20.47326224,31.39041812,nan,29.38404038,19.86143666,35.66636114,42.28193885,29.00464016,22.82656901,37.49841986,40.12345922,30.2077832,21.89174054,30.42311846,45.27441536,38.9408243,22.61294276,37.42322342,29.70191624,26.18135564,20.64758126
611,12.66650456,36.21324434,32.1218744,17.08600442,22.47963998,42.28364786,35.36215736,19.88194478,29.94117764,36.48839495,29.00122214,16.672424,27.49729334,nan,32.23808708,19.95030518,27.31613828,nan,28.65771113,15.99052901,30.99563681,35.10238784,6.40810994,21.4234718,32.31499253,26.08565108,33.2669111,19.5093806,28.75170668,26.58297299,33.49933646,18.93002621,34.56917672,36.01158116,25.13544152,19.82042042
612,18.02937794,41.59320782,34.57430375,24.41594831,27.00851648,43.27487366,39.91325099,30.0881525,33.50959052,41.76410882,34.62215603,21.99086312,35.4886241,34.19319452,35.43393578,29.86939922,31.3870001,42.01020626,35.67832421,21.16370228,34.64779118,37.4539856,29.59595762,27.20676164,32.64483146,38.74599716,35.09384279,26.84786954,32.4124061,42.15034508,38.79897647,26.50264952,-0.08441905,38.58535022,29.72413337,26.86495964
613,13.75685294,43.33468901,32.09453024,19.19150474,34.05647372,nan,30.4470446,25.14227756,30.7546664,40.3080323,31.76127329,20.01524756,29.25928265,20.51427848,32.66704859,24.09978146,33.58478696,40.43108102,29.90870645,22.3634273,nan,38.93911529,-7.11015916,23.67423797,37.03015112,37.28992064,30.04713626,24.82611071,29.1311069,38.14784366,37.08825746,24.23650226,-61.63783222,36.9071024,28.3278722,23.99040482
614,17.04498818,38.79726746,32.92169108,21.99769916,28.65942014,47.16458042,42.58956065,29.97193982,31.37845505,44.95995752,34.77767594,21.71571251,38.66909171,44.0336741,36.5653004,28.65942014,33.60700409,41.15911928,33.90949886,22.7052293,32.27910332,38.01454088,30.47438876,26.65987844,35.06478962,43.96873172,39.70475177,26.16768356,33.85481054,38.5135718,41.42230682,26.21211782,34.76742188,41.78119892,28.91064461,26.80343528
615,14.42678486,41.91791972,32.62774136,22.83169604,25.32343262,41.95209992,34.16926838,25.58662016,34.09236293,40.75750193,31.55961011,20.59801997,31.86210488,nan,33.30621833,26.42403506,31.39041812,40.02262763,30.70168709,21.98060906,nan,40.5302036,-1.62423706,25.56098501,40.31145032,38.64516557,34.4119478,25.29950648,29.72413337,44.1703949,34.65975425,24.77825843,35.03744546,36.84899606,28.86108332,25.49433362
616,12.41357108,44.60619245,32.64995849,21.20300951,24.49285376,41.56244564,30.45729866,24.37664108,34.34187839,42.11274686,35.43564479,19.86656369,30.76321145,nan,29.34644216,25.01410181,30.64528976,42.76558868,32.79180632,20.74670384,nan,42.3588443,-3.3742633,21.8165441,40.9232759,39.8807798,33.03277673,24.20403107,29.44214672,42.84591215,35.85264323,24.01433096,31.67411378,37.89491018,31.32205772,23.850266
617,32.00395271,42.307574,30.17018498,22.52236523,25.69770581,46.79372525,40.14054932,24.73724219,33.41046794,44.06443628,32.48760254,18.723236,34.4290379,49.71100532,35.55356648,22.19936234,31.15799276,nan,30.3957743,20.04259172,27.25803194,40.79851817,29.9343416,23.58366044,43.18258712,35.63047193,30.22145528,22.40102552,31.10330444,42.7860968,38.16835178,22.04213342,36.20982632,36.26622365,26.6359523,23.20426022
618,32.00395271,42.307574,30.17018498,22.52236523,25.69770581,46.79372525,40.14054932,24.73724219,33.41046794,44.06443628,32.48760254,18.723236,34.4290379,49.71100532,35.55356648,22.19936234,31.15799276,nan,30.3957743,20.04259172,27.25803194,40.79851817,29.9343416,23.58366044,43.18258712,35.63047193,30.22145528,22.40102552,31.10330444,42.7860968,38.16835178,22.04213342,36.20982632,36.26622365,26.6359523,23.20426022
619,24.28093652,42.76217066,30.12916874,20.59972898,20.94836702,42.24604964,35.06820764,22.25063264,30.38893826,34.20344858,28.78075985,17.31501176,31.16311979,42.89889146,34.12825214,20.40490184,28.71752648,nan,28.54320746,19.05136592,24.64324664,34.80672911,4.32311774,23.50162796,35.02035536,27.22214273,33.86335559,22.11391184,29.05932848,38.03163098,33.1814606,21.30213209,34.50423434,36.34654712,27.78782504,23.15640794
620,13.66114838,41.01556244,33.30280031,22.91372852,26.2941503,43.59274952,38.89639004,28.34325329,33.37799675,41.17279136,32.61065126,20.68347047,32.87554781,34.87679852,32.43975026,27.15549134,31.17166484,41.69574842,32.26372223,21.07825178,34.45638206,36.63707882,28.70043638,25.47895253,33.81550331,38.91348014,35.42880875,24.46721861,33.10626416,41.6923304,37.4710757,23.99040482,29.52759722,37.78724255,27.1144751,24.83465576
621,24.9440324,48.43779287,33.91291688,24.65179169,27.93138188,45.03857198,41.6923304,26.96579123,34.52132444,40.78826411,34.17439541,21.56531963,36.39269039,36.93444656,36.2064083,28.95678788,30.20436518,41.08734086,33.70783568,22.95645377,30.1394228,36.55846436,31.75272824,27.21017966,35.41000964,41.4359789,38.85195578,26.69747666,29.22681146,44.55663116,39.63126434,25.83613562,34.03425659,42.23066855,29.14477898,27.2853761
622,13.30909232,46.24171502,34.31624324,22.87271228,25.89765998,45.84180668,32.18339876,26.31294941,35.52109529,43.38766832,36.71056625,21.19959149,32.56279898,nan,30.98025572,26.3625107,32.27226728,43.45090169,32.86700276,21.27991496,nan,42.70577333,-1.51486042,25.41230114,41.05316066,40.63958024,34.86312644,25.93696721,30.2932337,43.48508189,36.98913488,25.49946065,32.4124061,38.44862942,36.93444656,25.00555676
623,24.9440324,48.43779287,33.91291688,24.65179169,27.93138188,45.03857198,41.6923304,26.96579123,34.52132444,40.78826411,34.17439541,21.56531963,36.39269039,36.93444656,36.2064083,28.95678788,30.20436518,41.08734086,33.70783568,22.95645377,30.1394228,36.55846436,31.75272824,27.21017966,35.41000964,41.4359789,38.85195578,26.69747666,29.22681146,44.55663116,39.63126434,25.83613562,34.03425659,42.23066855,29.14477898,27.2853761
624,28.70727242,44.3925662,31.63309754,20.18614856,30.21461924,-2.5881187,38.40419516,23.08804754,31.65873269,41.46674108,31.88090399,20.50744244,35.9329667,20.88684266,34.1726864,26.0036186,34.51277939,42.11274686,31.1477387,22.312157,nan,40.43108102,29.82838298,24.09807245,35.7791558,37.89320117,32.48760254,25.03460993,30.17702102,40.03800872,38.0008688,24.75433229,35.17416626,36.14659295,32.58159809,24.4655096
625,12.4511693,39.49283453,29.63013782,22.11562085,25.3371047,42.75875264,37.8470579,27.92283683,32.25517718,40.22941784,32.30132045,19.95201419,33.82404836,38.65200161,30.90505928,26.19502772,30.27956162,40.69085054,31.26053336,20.47668026,33.18658763,35.90220452,28.7551247,25.07391716,33.27203813,38.91348014,35.37582944,24.2433383,31.7288021,33.19171466,37.45911263,23.46402974,29.28149978,41.95551794,26.85983261,24.23992028
626,17.51667494,43.95847766,30.5837654,21.48157814,27.08200391,44.41991036,37.05065924,30.07618943,36.8558321,41.98798913,33.30280031,21.31409516,36.75158249,34.7024795,35.50229618,28.05784862,32.69951978,23.166662,31.73734715,22.2608867,30.56325728,33.34894358,27.03073361,27.09396698,33.55060676,29.2507376,37.72913621,26.34712961,30.67946996,26.99142638,39.08438114,25.14569558,33.82233935,42.58443362,28.34154428,26.88546776
627,19.6802816,46.10670323,32.39018897,22.81802396,23.27603864,42.57759758,39.4364372,22.1925263,31.01614493,31.57157318,33.60529508,21.45081596,32.74737206,nan,37.31213777,28.44066686,25.83955364,40.43449904,37.49500184,21.98231807,27.85618544,35.6595251,31.6262615,24.95599547,32.98321544,27.20847065,33.18487862,22.1925263,31.0622882,28.79101391,35.8816964,23.46744776,38.92031618,40.52165855,28.28001992,25.60712828
628,13.4765753,48.31645316,35.57236559,21.92250272,27.61350602,-28.67102932,33.40704992,26.31636743,34.2581369,44.38914818,34.78793,22.33095611,32.91827306,23.22135032,35.9671469,26.09590514,36.93615557,44.69164295,33.39166883,22.25746868,nan,43.37741426,33.6599834,25.76948423,41.88373952,41.42059781,33.64631132,26.11299524,33.05328485,43.0595384,40.32170438,27.27683105,-11.14854979,39.93034109,30.49147886,25.65156254
629,18.55917104,42.06489458,28.87817342,21.00647336,25.06708112,44.57372126,38.73745211,28.31590913,36.02867126,40.88738669,32.04496895,19.69566269,35.05282655,41.81367011,34.30257116,25.37812094,30.97341968,35.76890174,29.92750556,20.78772008,28.88842748,39.88761584,29.73780545,24.23992028,32.30302946,41.08050482,37.73255423,24.15105176,30.75808442,34.27351799,37.6419767,23.0470313,31.81596161,42.24263162,26.94015608,24.85174586
630,16.32720398,39.71329682,32.23466906,23.24527646,26.65646042,43.30221782,38.46742853,24.74236922,31.1306486,40.16105744,33.07550198,20.58947492,35.32114112,40.8207353,35.00668328,27.36057254,31.01785394,39.29288036,32.61406928,22.80606089,28.96362392,35.70054134,31.36307396,25.47040748,32.39702501,40.2054917,37.7786975,26.00190959,31.6775318,33.70954469,36.81481586,24.37664108,31.76127329,40.6156541,29.87281724,26.33858456
631,24.44500148,41.27874998,31.05545216,20.80481018,23.42130449,44.03025608,37.74793532,23.48966489,30.86746106,40.57121984,30.86233403,18.06355814,32.56279898,36.1380479,33.31134536,24.26384642,29.58228554,41.48895821,29.65064594,20.62707314,27.89378366,39.21597491,23.10001061,22.8590402,36.07652354,40.68743252,37.18738004,22.68472118,28.04075852,43.15524296,36.5653004,22.08656768,31.09134137,41.11981205,28.61498588,23.31705488
632,32.17998074,42.82711304,31.2160991,23.93058947,26.071979,46.3921079,38.17347881,25.1491136,34.29915314,43.7260523,33.37457873,20.55871274,35.07504368,37.71375512,36.56871842,23.14615388,32.4636764,27.34348244,32.3782259,22.05238748,27.16232738,40.9916363,30.9939278,26.1232493,28.90209956,38.97329549,30.16676696,25.07562617,31.66727774,43.14157088,38.42470328,23.74601639,37.03698716,26.91110291,28.04417654,24.704771
633,10.33541492,37.41467837,28.69530935,21.16370228,23.72550827,41.58637178,36.39098138,26.5505018,32.07231311,38.62978448,29.6950802,18.96933344,32.33379164,38.17689683,30.8059367,20.51427848,29.1823772,37.23865034,28.50902726,19.41025802,28.18431536,34.1897765,26.46846932,23.68620104,31.30838564,36.36363722,29.89332536,22.65908603,29.11059878,29.65748198,35.66807015,21.92592074,22.78726178,40.1200412,25.75752116,23.508464
634,16.8604151,42.64253996,31.90312112,23.76994253,26.86495964,43.5893315,39.64493642,23.99382284,30.3786842,41.4701591,33.54889775,20.57580284,35.65610708,41.16937334,36.78063566,28.21165952,32.26201322,40.98650927,32.61065126,22.80606089,28.28685596,38.39906813,28.7380346,23.86906511,32.24834114,40.93694798,38.96475044,23.34781706,30.44362658,34.04451065,38.9579144,24.20574008,31.88603102,41.80512506,29.40113048,25.91475008
635,22.04213342,43.52438912,32.40386105,21.25940684,27.36740858,41.97260804,33.40192289,23.11368269,30.64187174,36.95153666,29.92408754,18.06355814,29.81129288,nan,34.77767594,22.50527513,27.65110424,nan,32.82940454,19.45127426,25.5250958,36.24571553,16.73053034,23.49479192,32.9251091,33.26520209,33.40192289,22.54287335,29.23535651,35.79453689,34.30257116,21.9190847,31.07425127,39.76627613,26.72482082,23.22989537
636,16.72711232,43.54489724,33.3865418,21.09363287,27.41867888,46.40236196,41.63422406,25.68232472,37.17712598,43.06637444,33.82917539,21.51234032,36.87634022,38.35634288,36.6849311,29.27466374,33.28741922,23.86393808,32.7029378,22.141256,30.24538142,41.27874998,31.44510644,27.38620769,33.35919764,40.53874865,39.90128792,26.55221081,32.60381522,35.20321943,39.78507524,25.67207066,33.81037628,43.59787655,29.27466374,26.65646042
637,28.59789578,44.4780167,30.14284082,22.71548336,24.49798079,42.60665075,38.10511841,22.13783798,31.2844595,38.65541963,31.57157318,19.32480752,31.1306486,35.17074824,34.25130086,25.26532628,30.88626017,32.34917273,30.01124705,21.0474896,27.1999256,37.58387036,29.65748198,25.15253162,35.86973333,27.74851781,34.18294046,24.19890404,30.58034738,19.35386069,36.7874717,22.81118792,34.96566704,38.19911396,27.19308956,24.11345354
638,11.05319912,40.6498343,34.01033045,23.03506823,22.73599148,44.89501514,39.19033976,26.14717544,34.7024795,40.16618447,32.80206038,19.96055924,33.69758162,nan,38.718653,23.07437546,28.34838032,39.9320501,31.77494537,21.76869182,26.64791537,29.08667264,33.13360832,25.64301749,32.31841055,38.12733554,38.65712864,24.82098368,30.35475806,42.72115442,37.78553354,24.31511672,27.94163594,41.03436155,27.1999256,25.36957589
639,24.95086844,48.1011179,33.06695693,22.55825444,22.23012452,45.35815685,34.89730664,25.4054651,35.2151825,40.93011194,33.23956694,20.52453254,30.27101657,nan,38.5990223,27.69212048,32.09623925,50.02204514,36.14146592,22.99917902,33.84968351,35.82529907,29.9172515,26.81710736,42.96383384,41.35223741,35.66465213,26.03950781,33.93171599,41.64789614,40.60198202,25.58320214,34.10261699,43.23385742,30.75637541,26.53512071
640,24.95086844,48.1011179,33.06695693,22.55825444,22.23012452,45.35815685,34.89730664,25.4054651,35.2151825,40.93011194,33.23956694,20.52453254,30.27101657,nan,38.5990223,27.69212048,32.09623925,50.02204514,36.14146592,22.99917902,33.84968351,35.82529907,29.9172515,26.81710736,42.96383384,41.35223741,35.66465213,26.03950781,33.93171599,41.64789614,40.60198202,25.58320214,34.10261699,43.23385742,30.75637541,26.53512071
641,22.41811562,47.95756106,33.30792734,23.43497657,24.82098368,44.94457643,37.75818938,25.20380192,34.53841454,40.1029511,33.44806616,21.16028426,30.18727508,nan,38.85708281,27.41867888,30.56154827,nan,34.98446615,22.1754362,32.5491269,33.19000565,23.42130449,26.80343528,42.77242472,40.598564,37.57019828,25.79682839,32.70977384,42.43404074,38.91348014,25.02264686,33.74885192,38.7870134,30.37697519,26.33345753
642,30.07448042,39.0262748,28.79272292,22.18739927,28.35521636,43.77390458,35.24765369,20.39122976,31.3870001,39.18179471,31.38016406,18.8599568,32.61065126,36.44908772,33.94709708,22.1583461,30.94949354,38.94424232,29.77882169,20.1246242,27.39817076,39.07925411,29.82838298,24.60735743,30.04713626,36.06797849,28.79101391,23.2862927,29.6438099,-2.73167554,36.94470062,22.5514184,35.27670686,33.39850487,25.95918434,23.22135032
643,14.0576387,48.20878553,36.95495468,24.93548735,27.35715452,45.80762648,38.34950684,27.96214406,34.70931554,nan,39.3338966,22.83169604,33.61725815,nan,34.09748996,26.16084752,36.04063433,44.36864006,34.84945436,21.92250272,nan,44.55663116,-1.62765508,25.47895253,42.78267878,40.78484609,36.12779384,26.38472783,30.83669888,45.91187609,39.64322741,26.08565108,35.75181164,38.73061607,33.61896716,25.87715186
644,14.0576387,48.20878553,36.95495468,24.93548735,27.35715452,45.80762648,38.34950684,27.96214406,34.70931554,nan,39.3338966,22.83169604,33.61725815,nan,34.09748996,26.16084752,36.04063433,44.36864006,34.84945436,21.92250272,nan,44.55663116,-1.62765508,25.47895253,42.78267878,40.78484609,36.12779384,26.38472783,30.83669888,45.91187609,39.64322741,26.08565108,35.75181164,38.73061607,33.61896716,25.87715186
645,14.6387021,47.947307,35.70566837,23.46061172,26.85470558,45.23852615,37.01818805,26.87350469,35.20151042,nan,38.34096179,21.88832252,33.31134536,nan,33.01226861,nan,36.5140301,45.08129723,35.19296537,22.19594432,nan,45.51367676,-3.31615696,25.34394074,43.1278988,41.30438513,36.01329017,26.34200258,30.59060144,45.94263827,40.06022585,25.90449602,36.09019562,39.87736178,33.05670287,25.54731293
646,15.7666487,42.28022984,35.36557538,22.90689248,23.27262062,46.9048109,40.26018002,26.54366576,36.26451464,41.76752684,33.30792734,20.04942776,35.16049418,44.61302849,37.84363988,23.22305933,29.31226196,34.54354157,32.94049019,22.47963998,27.43405997,36.28844078,34.74007772,26.24629802,25.49433362,40.6156541,40.44133508,25.17133073,31.64506061,44.02683806,39.30313442,24.50310782,29.148197,42.09907478,27.16916342,25.69941482
647,27.78782504,38.74770617,31.94755538,23.80241372,26.62228022,41.64447812,40.16789348,24.52019792,31.01443592,40.15080338,31.99028063,20.47497125,35.5398944,37.20447014,36.38756336,27.89036564,31.74931022,39.81583742,31.80741656,21.92250272,27.21017966,38.40761318,31.26053336,25.79511938,30.55300322,38.12733554,29.2165574,25.36103084,30.33083192,41.76239981,38.36488793,24.23650226,32.20390688,41.18304542,28.77563282,25.10126132
648,13.01856062,39.07412708,30.96829265,20.88684266,20.9278589,44.33787788,34.5828488,23.34098102,nan,42.40669658,30.2761436,18.20711498,29.69337119,40.75579292,35.38266548,21.19788248,30.83669888,26.14375742,29.27466374,15.52567829,32.58843413,nan,18.38314301,23.18887913,41.04632462,28.51073627,32.64312245,22.71206534,29.18066819,26.63253428,36.2064083,22.53774632,31.07596028,37.2147242,26.17793762,23.09488358
649,24.12712562,49.43927273,36.5994806,22.96328981,26.72311181,47.32693637,41.69574842,26.33858456,30.32057786,41.10784898,33.91975292,20.37072164,30.89822324,nan,39.02285678,25.8668978,27.78440702,43.22531237,33.60529508,18.13875458,34.29744413,40.51482251,31.44852446,26.09761415,45.56494706,42.47505698,35.78770085,24.91668824,33.47541032,45.39746408,38.8211936,24.65008268,34.33846037,40.45329815,30.49489688,25.46186243
650,24.12712562,49.43927273,36.5994806,22.96328981,26.72311181,47.32693637,41.69574842,26.33858456,30.32057786,41.10784898,33.91975292,20.37072164,30.89822324,nan,39.02285678,25.8668978,27.78440702,43.22531237,33.60529508,18.13875458,34.29744413,40.51482251,31.44852446,26.09761415,45.56494706,42.47505698,35.78770085,24.91668824,33.47541032,45.39746408,38.8211936,24.65008268,34.33846037,40.45329815,30.49489688,25.46186243
651,16.0059101,45.87256886,33.762524,19.5948311,25.0123928,44.529287,35.31088706,23.26749359,34.11116204,40.96771016,37.97181563,19.93492409,32.01420677,nan,32.737118,24.28435454,35.32114112,44.11741559,31.17508286,20.64074522,nan,43.52609813,0.13262522,23.52897212,42.31441004,39.88590683,35.5398944,22.41811562,29.81129288,45.39404606,39.11514332,23.9015363,35.69199629,38.93740628,31.48099565,23.46915677
652,26.47530536,50.99276282,37.19079806,24.04338413,26.38643684,48.50957129,38.71523498,25.8839879,30.8230268,48.15580622,34.24788284,21.29358704,31.98173558,38.80752152,39.57828503,25.86006176,30.21974627,50.37068318,33.73517984,22.65737702,35.91758561,40.71990371,14.84036528,26.32662149,23.76823352,42.5468354,36.18590018,25.27045331,34.01545748,45.0761702,39.68937068,25.13885954,34.95199496,41.66669525,30.53078609,25.8327176
653,16.0059101,45.87256886,33.762524,19.5948311,25.0123928,44.529287,35.31088706,23.26749359,34.11116204,40.96771016,37.97181563,19.93492409,32.01420677,nan,32.737118,24.28435454,35.32114112,44.11741559,31.17508286,20.64074522,nan,43.52609813,0.13262522,23.52897212,42.31441004,39.88590683,35.5398944,22.41811562,29.81129288,45.39404606,39.11514332,23.9015363,35.69199629,38.93740628,31.48099565,23.46915677
654,23.10855566,51.7413092,38.48280962,23.19058814,28.6525841,49.79987384,44.07810836,25.92500414,29.00122214,48.66338219,35.30405102,21.64906112,32.87042078,nan,40.53362162,26.34371159,28.98071402,44.08152638,34.2581369,19.56748694,35.73130352,42.46992995,30.4983149,26.35567466,29.66260901,43.52438912,39.4706174,24.63299258,33.13531733,46.96975328,40.44817112,24.63299258,35.50229618,42.12641894,28.76879678,25.08588023
655,14.08840088,44.57884829,32.92852712,20.09898905,25.09955231,43.61325764,30.84695294,23.42130449,32.01762479,41.78461694,35.99790908,19.62046625,33.81721232,nan,30.6008555,25.11151538,31.7288021,41.19329948,30.37526618,18.93515324,nan,42.0854027,2.40902654,23.7989957,41.01214442,38.73745211,33.92829797,23.39054231,29.08325462,40.40031884,35.07333467,22.55312741,33.71979875,37.14465479,36.34654712,22.24550561
656,26.8239434,42.10761983,35.55014846,24.88592606,25.19012984,47.66532035,36.34996514,27.15378233,31.0964684,47.9814872,34.74007772,21.84388826,34.09065392,52.10703734,40.39519181,24.59197634,36.67125902,40.20890972,34.45638206,20.98254722,36.30382187,41.85810437,33.08233802,27.24435986,30.25221746,39.9662303,37.03186013,25.26703529,33.8821547,46.54933682,41.1625373,26.06172494,35.64585302,43.29538178,30.4470446,27.15890936
657,25.9352582,43.20822227,38.07948326,25.01581082,24.95086844,48.92486072,36.72252932,27.23068778,28.43724884,49.44098174,35.84068016,22.0558055,34.51107038,53.72717882,40.74724787,24.62273852,34.0530557,41.43256088,34.91097872,21.6627332,36.79430774,42.89547344,34.11116204,27.5588177,46.64162336,32.87212979,37.11731063,26.10445019,34.31966126,47.52689054,41.6752403,26.18819168,35.9158766,45.76319222,30.25563548,26.11983128
658,24.49285376,51.94297238,40.20890972,25.57123907,26.88888578,49.36065827,40.68914153,27.29050313,28.53637142,48.76934081,35.54331242,22.3634273,33.67365548,39.14932352,41.19329948,23.90495432,32.04155093,44.9907197,34.35725948,19.41538505,36.40807148,43.26974663,31.2160991,27.68699345,36.33287504,43.39450436,40.1713115,26.2770602,34.01545748,47.27737508,42.93136265,25.88056988,36.36363722,42.81173195,31.88774003,26.49581348
659,16.3648022,42.98092394,36.31407593,24.47918168,18.17977082,46.82106941,41.95209992,28.00486931,37.26257648,42.81344096,34.86825347,21.41321774,34.94344991,46.33912859,39.6586085,24.50310782,29.9172515,46.43996018,34.13167016,23.55289826,28.6525841,40.66008836,35.7791558,27.46653116,27.35031848,41.61542495,38.59218626,26.04463484,32.3611358,45.55811102,41.2650779,26.16597455,29.87281724,44.89159712,29.6096297,27.18625352
